id,accident_id,car_id,driver_id,alcohol_level,is_blamed,is_exited_crash,driver_damage,n_passengers
30,30,18141,593,0.0,False,False,Средние,0
31,31,18121,7897,0.5458998969807487,False,False,Средние,1
31,31,7734,7410,0.2598466815067505,True,False,Лёгкие,1
32,32,9985,4487,0.7340482678730843,False,False,Лёгкие,1
32,32,875,11029,0.6360629359246591,True,False,Лёгкие,3
32,32,3674,2870,0.17042686913443075,False,False,Средние,1
32,32,1328,1881,0.3551065773183221,False,True,Лёгкие,3
33,33,9481,18097,0.17613674057381287,True,False,Тяжёлые,1
33,33,16659,19884,0.985439233253345,False,False,Лёгкие,0
34,34,8940,4000,0.18664257375847398,False,False,Средние,0
34,34,14004,19,0.8250217066933172,False,True,Лёгкие,2
34,34,7751,1907,0.4956810957046803,True,False,Средние,3
35,35,17029,10428,0.20045001184736874,True,False,Средние,2
35,35,13504,8929,0.7340111223518642,False,True,Лёгкие,2
35,35,5392,15260,0.0,False,False,Лёгкие,0
36,36,6238,16435,0.0,False,False,Средние,0
36,36,15414,5833,0.0,False,True,Средние,1
36,36,8453,9151,0.0,True,False,Лёгкие,1
37,37,2770,19571,0.2085255338498714,False,True,Средние,2
37,37,17840,3832,0.6786868256484984,True,False,Лёгкие,0
37,37,886,7041,0.3969263657637532,False,False,Лёгкие,0
37,37,12885,2665,0.1767665819551903,False,True,Средние,0
38,38,12330,7706,0.5438982519870603,False,False,Лёгкие,2
38,38,2087,17715,0.74495357022928,False,False,Тяжёлые,2
38,38,15827,10792,0.0,True,True,Средние,2
39,39,14623,19447,0.8017188819002249,True,False,Средние,3
39,39,9319,873,0.0,False,False,Средние,2
40,40,3257,568,0.2085716091465025,False,False,Средние,0
40,40,15448,7987,0.0,True,True,Средние,0
41,41,8893,18134,0.428181635675042,False,False,Лёгкие,1
41,41,8283,2893,0.0,True,False,Лёгкие,0
41,41,12074,9965,0.3159308122238761,False,False,Средние,3
41,41,12674,19606,0.0,False,False,Средние,1
42,42,12276,395,0.4803877049298076,False,True,Лёгкие,3
42,42,16472,2611,0.3296014131214549,False,False,Лёгкие,1
42,42,9224,6351,0.2515119987930004,True,True,Лёгкие,3
43,43,16623,7310,0.6440129243501485,True,True,Лёгкие,3
43,43,1604,11735,0.3092508507769526,False,True,Средние,2
43,43,17978,19474,0.0,False,False,Средние,2
43,43,4904,9630,0.9222632162308684,False,False,Лёгкие,1
44,44,11169,14983,1.3652731705867405,False,False,Лёгкие,2
44,44,5354,12212,0.5110508697408933,True,False,Лёгкие,1
44,44,17836,4272,0.2329393138479565,False,False,Средние,3
44,44,14449,770,0.0,False,True,Тяжёлые,1
45,45,18142,7274,0.41871626343793855,False,True,Средние,1
45,45,4460,13342,0.0,False,False,Средние,3
45,45,11572,14436,1.3625066767969352,True,False,Тяжёлые,3
46,46,3495,16874,0.0,False,False,Лёгкие,1
46,46,18043,7440,0.216692179543886,True,False,Лёгкие,2
46,46,4254,5818,0.4609554229462369,False,False,Лёгкие,2
47,47,7171,3903,0.9241858778903062,False,False,Лёгкие,0
47,47,9036,1945,0.6079138616227252,True,True,Средние,2
47,47,622,4507,0.8254301096204995,False,False,Средние,0
48,48,2272,14886,1.0498375887492208,False,True,Средние,2
48,48,16612,7158,0.0,False,False,Средние,1
48,48,8792,9298,0.5498232671401749,True,False,Средние,3
48,48,8985,17415,0.4476483348933141,False,False,Лёгкие,2
49,49,2838,11884,0.0,True,False,Средние,1
49,49,11324,10929,0.3620320084694682,False,True,Средние,1
49,49,16865,16878,0.21550377113917024,False,True,Лёгкие,3
49,49,3054,5977,1.448513189326513,False,False,Лёгкие,2
50,50,509,4547,1.0440680857639315,False,False,Тяжёлые,3
50,50,3018,3611,0.34761965628421543,False,False,Лёгкие,3
50,50,15384,16049,0.4308993514075656,True,False,Лёгкие,2
51,51,17689,16540,0.6341320194741622,True,False,Средние,1
51,51,36,4457,0.0,False,False,Средние,3
52,52,8722,15992,0.4964733559291977,False,True,Лёгкие,2
52,52,8510,15124,1.3354695074236582,True,False,Лёгкие,3
52,52,2347,17075,0.3085232380847464,False,False,Средние,3
52,52,12668,17808,0.6740349582809613,False,False,Средние,2
53,53,11971,5383,0.36124715874989816,False,True,Лёгкие,1
53,53,8853,3263,0.6487195222051778,True,False,Средние,2
53,53,5268,885,0.0,False,True,Средние,1
53,53,16776,8643,0.512496760934414,False,False,Лёгкие,2
54,54,14731,14486,0.7596895328244432,True,False,Тяжёлые,2
54,54,11534,9344,0.9778158051736959,False,False,Средние,3
54,54,9750,7640,0.0,False,False,Лёгкие,0
54,54,6584,7751,0.5058193228999027,False,True,Лёгкие,0
55,55,6952,17628,0.0,True,True,Средние,2
55,55,4221,8636,0.5239727144254525,False,False,Лёгкие,2
56,56,8114,2759,0.6023530749052045,False,False,Лёгкие,0
56,56,5775,7050,0.0,True,False,Лёгкие,3
57,57,2200,6996,0.0,False,False,Средние,2
57,57,16813,2159,0.8260402874848011,True,True,Средние,1
57,57,14674,8036,0.4343447649344588,False,False,Средние,1
57,57,13059,5115,0.0,False,False,Средние,0
58,58,1626,18835,0.750507779004082,False,True,Средние,1
58,58,16621,17465,1.9204801340783582,False,False,Лёгкие,0
58,58,1142,9734,0.17249097745877598,True,True,Средние,3
59,59,8291,4912,0.4324762567510207,True,False,Средние,3
59,59,580,19619,0.5001520582320519,False,False,Лёгкие,3
59,59,7000,8396,0.2588975455846734,False,True,Лёгкие,1
59,59,9180,2412,0.6987199485860122,False,False,Средние,0
60,60,3580,14345,0.0,False,False,Лёгкие,2
60,60,16598,19866,0.41045657729668256,False,False,Лёгкие,0
60,60,2849,18506,0.4280277928663263,True,False,Средние,0
61,61,12349,10502,0.7443567029500366,False,True,Лёгкие,0
61,61,13885,14960,0.2961938705803632,True,False,Лёгкие,1
62,62,14347,19539,0.2351832451872832,True,False,Средние,1
62,62,2368,1575,0.3551941669810907,False,False,Лёгкие,1
63,63,3378,7942,0.0,True,False,Средние,2
63,63,7818,11710,0.0,False,False,Лёгкие,3
64,64,12088,3550,0.5434286746752058,False,True,Средние,1
64,64,17710,8564,0.6707700687089485,False,False,Лёгкие,0
64,64,17970,18542,0.0,False,False,Лёгкие,2
64,64,16665,3298,0.2964241344296622,True,True,Тяжёлые,1
65,65,2542,8904,0.0,False,False,Лёгкие,3
65,65,17134,16119,0.4355811977947937,False,True,Лёгкие,2
65,65,17065,17163,0.6854952384755423,True,False,Средние,0
66,66,8640,246,0.22431885510891225,False,False,Лёгкие,0
66,66,2923,19236,0.4931924228483755,True,True,Средние,0
66,66,6288,4297,0.0,False,False,Тяжёлые,2
66,66,3775,1346,0.0,False,False,Лёгкие,1
67,67,9223,10215,0.7046628697658718,True,False,Лёгкие,3
67,67,6925,8469,0.29985906365748594,False,True,Средние,3
67,67,5276,12999,1.1944021876545226,False,False,Средние,1
67,67,13756,19539,0.907104442610607,False,True,Лёгкие,3
68,68,16255,2547,0.22468588564562714,False,False,Тяжёлые,0
68,68,1027,13180,0.8377490276283062,True,False,Лёгкие,0
69,69,4371,8860,0.6956816044925324,False,False,Средние,3
69,69,7245,5713,0.8343067708085902,True,False,Лёгкие,0
70,70,6172,6563,0.8200554486034377,True,False,Тяжёлые,1
70,70,12676,6813,0.3179247116314313,False,False,Лёгкие,3
70,70,9371,599,0.17291495400758491,False,False,Средние,2
71,71,6149,11516,0.19510934700628216,False,False,Лёгкие,1
71,71,440,14248,0.2988678952387757,False,False,Средние,1
71,71,1980,8137,0.18629054735129102,True,False,Лёгкие,0
71,71,6768,7950,0.1714984795448422,False,False,Средние,2
72,72,12650,7812,0.5420293669396016,True,False,Тяжёлые,0
72,72,7368,15773,0.6024393677664179,False,False,Средние,1
73,73,8263,145,0.3349508195414882,True,False,Лёгкие,0
73,73,13705,9118,0.0,False,False,Тяжёлые,1
74,74,10507,1190,1.4014163211629471,False,False,Тяжёлые,3
74,74,1620,8054,0.6715506762898561,True,False,Лёгкие,2
74,74,6990,17421,0.21375565115211487,False,True,Лёгкие,3
74,74,1282,16998,0.0,False,False,Средние,2
75,75,1984,11444,0.3661115881112776,True,False,Средние,2
75,75,2291,13232,0.4030765483793309,False,False,Лёгкие,0
75,75,5362,5928,0.2935239918274593,False,True,Средние,2
76,76,7593,16915,0.0,False,False,Средние,0
76,76,8367,12569,0.7831412433606919,True,False,Тяжёлые,0
76,76,16469,5213,0.1744271220920511,False,False,Средние,1
77,77,12938,5880,0.0,False,False,Средние,3
77,77,8901,5502,0.0,False,True,Лёгкие,2
77,77,17102,4607,0.4054128292829548,False,False,Средние,1
77,77,14669,3310,0.33699468190589443,True,False,Тяжёлые,0
78,78,15885,7737,0.3746205557583801,False,False,Тяжёлые,1
78,78,3612,8647,0.16259219166970745,False,False,Лёгкие,2
78,78,11459,16389,0.17595530479967586,True,False,Средние,0
79,79,10751,7304,0.2370254976984814,True,False,Средние,1
79,79,16621,19554,0.19378252943202515,False,False,Лёгкие,3
80,80,219,19819,0.3817637401308791,True,False,Средние,0
80,80,15527,7406,0.2053045043680932,False,False,Лёгкие,3
81,81,13459,152,0.7128218165913063,False,False,Тяжёлые,3
81,81,5279,1438,0.0,True,False,Лёгкие,1
81,81,5342,13214,0.2828362286681488,False,False,Лёгкие,0
81,81,17621,9681,0.0,False,True,Лёгкие,3
82,82,5313,8349,0.2973209016496049,False,False,Средние,2
82,82,3481,9858,0.0,True,False,Лёгкие,1
83,83,6139,16965,0.20278142341222655,True,True,Средние,2
83,83,8817,13163,1.8884045541797163,False,False,Лёгкие,2
83,83,5586,7317,0.0,False,False,Средние,2
84,84,6827,5242,0.1866927273553843,False,False,Лёгкие,1
84,84,10129,4501,0.0,True,False,Средние,1
84,84,11733,1561,0.2778702470494656,False,False,Средние,2
85,85,13381,7027,1.169607845159238,True,False,Средние,2
85,85,7643,17036,0.2033342776431092,False,False,Лёгкие,3
85,85,9692,16864,0.4698864822175491,False,False,Лёгкие,2
86,86,3810,16647,0.9444172713455145,True,False,Лёгкие,2
86,86,2098,1641,0.3255355729263765,False,True,Средние,3
87,87,15479,10990,1.1996078087345263,False,False,Лёгкие,0
87,87,6071,3864,0.3396908023217339,False,False,Средние,1
87,87,10037,11686,1.022597048335395,True,False,Тяжёлые,1
88,88,11160,13303,0.924743755812758,False,False,Средние,0
88,88,8461,13101,0.0,False,True,Средние,1
88,88,14561,7729,1.1496471908570938,True,False,Лёгкие,0
89,89,2464,9753,0.0,False,False,Лёгкие,1
89,89,12406,7156,1.223486416738713,False,True,Средние,3
89,89,12052,6363,0.8034806919377957,True,False,Лёгкие,2
89,89,13759,17729,0.6620224417715933,False,True,Тяжёлые,3
90,90,15072,12408,0.2897322420209793,True,False,Лёгкие,1
90,90,16420,17639,0.9129324972675243,False,False,Лёгкие,1
90,90,3517,10212,0.2957268933004367,False,False,Лёгкие,0
91,91,3643,5748,0.4748487117350368,False,False,Лёгкие,1
91,91,2148,6968,0.3614410161645139,True,False,Лёгкие,0
92,92,2692,6305,1.145200302598268,False,False,Лёгкие,3
92,92,3811,12506,0.0,True,True,Лёгкие,1
93,93,1548,18031,0.4289045029693208,False,False,Средние,1
93,93,5061,13003,0.4414968978036317,False,False,Лёгкие,2
93,93,11755,16402,0.0,True,True,Лёгкие,2
93,93,3400,2095,0.0,False,True,Лёгкие,3
94,94,10245,10383,0.31536622057867153,False,False,Средние,0
94,94,12661,9238,0.3130709298640685,True,False,Средние,0
94,94,13838,722,0.8566265904505206,False,False,Лёгкие,0
94,94,9133,8310,0.2393422640322126,False,False,Тяжёлые,3
95,95,15199,15881,0.1729397498087697,True,False,Средние,3
95,95,12816,466,0.2776255379056887,False,False,Лёгкие,3
96,96,5304,9047,0.23517966141274155,True,False,Лёгкие,3
96,96,18138,2568,0.33029936053465675,False,True,Лёгкие,3
96,96,277,10412,0.1861699127008942,False,False,Лёгкие,3
96,96,18056,17848,0.4289225465529564,False,False,Средние,0
97,97,15904,7929,0.6543386664346417,True,False,Лёгкие,3
97,97,4214,6375,0.6838958013919613,False,False,Средние,2
97,97,2717,13145,1.2121371782944137,False,False,Тяжёлые,2
98,98,13964,1251,0.0,False,False,Средние,1
98,98,17958,17299,0.6329536831474896,True,False,Лёгкие,3
98,98,17808,16516,0.32510521899290284,False,False,Лёгкие,2
98,98,10124,18681,0.3976014004044037,False,False,Лёгкие,1
99,99,12466,12684,0.23483697810045975,False,False,Лёгкие,3
99,99,7436,16643,0.36644339247241264,False,False,Тяжёлые,1
99,99,4594,10618,0.0,True,False,Средние,1
99,99,7295,4989,0.5460203993989435,False,False,Средние,3
100,100,12555,4700,0.26217015891881906,True,False,Средние,1
100,100,14955,11300,0.4648906518825425,False,False,Средние,0
100,100,10062,2558,0.3332258579141881,False,False,Средние,2
101,101,11316,9234,0.0,True,False,Средние,0
101,101,15266,87,1.2028147420843278,False,False,Тяжёлые,2
101,101,14094,4341,0.0,False,False,Лёгкие,2
101,101,12707,14694,0.0,False,False,Средние,0
102,102,4058,10350,0.36454780016896987,False,False,Лёгкие,0
102,102,11898,14951,0.0,True,False,Тяжёлые,3
102,102,7112,17056,0.6893373058376691,False,False,Лёгкие,2
103,103,595,12948,0.0,True,True,Средние,1
103,103,14224,15807,0.0,False,True,Лёгкие,1
103,103,17019,12924,0.4326646615112661,False,False,Лёгкие,3
104,104,5328,3292,0.4046579326947029,False,False,Средние,2
104,104,9987,5867,0.8557648215790694,True,False,Средние,1
105,105,17555,13381,0.19438129188576034,False,True,Лёгкие,2
105,105,4588,14894,0.3794256120954365,False,False,Лёгкие,0
105,105,6667,2082,0.18162581833252134,True,False,Лёгкие,2
106,106,3073,16628,0.38031097277040704,False,True,Лёгкие,0
106,106,17579,28,0.3079000564629942,True,True,Средние,2
106,106,10581,2497,0.7053046884953698,False,False,Лёгкие,1
107,107,4984,7642,0.6867995515493487,False,True,Лёгкие,1
107,107,5723,9305,0.3046200245937025,True,True,Тяжёлые,1
107,107,13309,1060,0.6584377136074393,False,False,Лёгкие,1
108,108,5171,12210,0.6413321860464279,True,False,Средние,0
108,108,4919,7729,0.466655449650819,False,False,Средние,2
108,108,18100,6611,0.0,False,False,Тяжёлые,1
109,109,8177,11001,0.0,False,False,Лёгкие,3
109,109,14882,13160,1.001274450177717,True,False,Тяжёлые,2
109,109,3514,2517,0.2929123630260519,False,False,Лёгкие,0
109,109,6559,5316,0.3499019773343425,False,True,Средние,1
110,110,10600,19741,0.0,False,False,Тяжёлые,0
110,110,7765,3171,0.6851259903985151,False,False,Средние,2
110,110,1239,11220,0.0,True,False,Лёгкие,3
111,111,13680,6606,0.2181701068726105,False,False,Средние,0
111,111,7229,5384,0.8045130481276859,True,False,Средние,1
111,111,3063,156,1.6093911481784164,False,False,Средние,0
111,111,4720,9197,0.8034993846772495,False,False,Средние,0
112,112,7330,19531,0.7102357982690024,False,False,Лёгкие,2
112,112,8001,14406,1.0035525342565657,True,False,Лёгкие,2
112,112,16290,7419,0.0,False,False,Средние,3
112,112,13149,2288,0.5865588751006797,False,True,Средние,3
113,113,4636,10461,0.4371777634043664,False,True,Лёгкие,0
113,113,17445,13921,0.3359569290628631,False,False,Тяжёлые,0
113,113,15848,5161,0.17638952263768606,True,False,Средние,0
114,114,17258,15724,0.24888228290212994,False,False,Средние,1
114,114,1654,17556,0.439177763897105,True,True,Лёгкие,0
114,114,10345,5807,0.0,False,False,Лёгкие,1
114,114,8813,596,0.4606314901732002,False,False,Средние,2
115,115,1678,6411,0.8695924294591014,True,True,Средние,0
115,115,17403,1108,0.23382084106937545,False,False,Лёгкие,2
115,115,3086,17953,1.2141015136394424,False,False,Лёгкие,0
115,115,14683,7212,0.4580325009687754,False,False,Лёгкие,1
116,116,12105,12395,1.416683413306213,True,False,Средние,2
116,116,7488,2639,0.3766632952377596,False,False,Лёгкие,0
116,116,11521,3110,0.2961779882673383,False,False,Лёгкие,3
117,117,15262,16136,0.2510577831643068,True,False,Средние,0
117,117,10457,16654,0.4000813307262171,False,False,Средние,0
118,118,11175,4407,0.6910526143074553,False,False,Средние,1
118,118,5200,19685,0.0,True,False,Лёгкие,0
119,119,13014,18844,0.268271726766587,False,False,Лёгкие,2
119,119,8806,5828,0.8834067271842163,True,False,Лёгкие,2
119,119,16153,19303,0.4244325676108343,False,False,Лёгкие,0
120,120,8981,7277,0.2294435583899576,False,True,Тяжёлые,0
120,120,18012,16054,0.4510192838776641,True,False,Тяжёлые,3
121,121,5793,18202,0.3017477331242636,True,False,Средние,0
121,121,16705,11814,0.2841128194840645,False,False,Средние,1
121,121,13588,13687,1.282813123455425,False,False,Лёгкие,2
121,121,14876,17254,0.3931608499901283,False,False,Средние,1
122,122,15043,1090,0.7907998185105541,False,False,Средние,3
122,122,17966,19075,0.4039374846555525,False,False,Средние,0
122,122,11146,13676,0.6383108795591693,True,False,Лёгкие,2
123,123,7371,19275,0.8133303139328559,False,False,Средние,3
123,123,10612,19952,0.0,False,False,Средние,2
123,123,16837,12796,0.3593543679842734,True,False,Лёгкие,2
124,124,13617,16093,1.116099526666139,True,False,Средние,3
124,124,4749,763,1.0087344884815412,False,False,Средние,2
125,125,6676,14829,0.5544393632890017,True,True,Лёгкие,0
125,125,8929,13328,0.0,False,False,Средние,3
125,125,3551,4770,0.3477113780985368,False,False,Лёгкие,1
125,125,9715,17432,1.2207996315990797,False,False,Лёгкие,0
126,126,2585,16989,1.5275046754097357,False,True,Лёгкие,3
126,126,7877,9232,0.5025424070291962,True,False,Средние,0
126,126,10782,17275,0.0,False,False,Средние,0
127,127,881,8657,0.1615371484046578,False,False,Средние,3
127,127,11083,4360,0.0,False,False,Лёгкие,0
127,127,7383,12265,0.2477464750847666,True,False,Лёгкие,2
128,128,15959,19678,0.22937023925317784,True,True,Средние,2
128,128,4810,4009,1.1609495754372174,False,False,Средние,1
128,128,6280,4787,0.8250647423437054,False,True,Тяжёлые,0
128,128,4581,6851,0.6040352900557101,False,False,Тяжёлые,1
129,129,2394,4453,0.0,False,True,Средние,0
129,129,14613,19959,0.25422407926537194,True,False,Тяжёлые,2
130,130,11108,12393,0.8262951636314666,False,True,Тяжёлые,2
130,130,639,11123,0.485432146868758,False,False,Средние,2
130,130,11099,12267,0.3978829366515513,False,False,Средние,1
130,130,2966,11925,0.4154246075520629,True,False,Лёгкие,3
131,131,5762,16927,1.5133846196918166,False,False,Лёгкие,0
131,131,8701,1510,0.0,False,False,Тяжёлые,1
131,131,8180,15455,0.6151212228662342,True,False,Средние,3
131,131,15084,14120,0.9584476792848634,False,False,Лёгкие,0
132,132,17242,8737,0.0,True,False,Лёгкие,2
132,132,7069,800,0.4375993571578776,False,False,Средние,3
132,132,12414,9687,0.19547696181317198,False,False,Средние,0
132,132,14876,14164,0.7127177582105335,False,True,Лёгкие,1
133,133,9534,1382,0.3710525225183471,False,False,Лёгкие,0
133,133,18056,15809,0.2880552750575489,True,True,Лёгкие,2
133,133,16960,3906,0.329584568694954,False,True,Средние,0
133,133,4347,4520,0.5599540448649678,False,False,Лёгкие,2
134,134,2994,3925,1.1935075423887918,False,False,Средние,2
134,134,1171,3287,0.3351419263137712,True,True,Тяжёлые,2
134,134,15635,16641,0.34099089020929,False,False,Лёгкие,1
135,135,6447,11053,0.6549489821270502,False,True,Лёгкие,2
135,135,2160,15694,0.8601614577563821,False,False,Тяжёлые,3
135,135,16376,6496,0.32821233374996417,True,True,Лёгкие,0
136,136,16122,5716,0.2827145032266816,False,True,Лёгкие,0
136,136,14026,4837,0.0,False,True,Средние,0
136,136,3795,4566,0.0,False,False,Тяжёлые,3
136,136,6874,1171,0.2589639836437808,True,True,Лёгкие,3
137,137,2671,18750,0.0,False,False,Лёгкие,0
137,137,3181,6801,0.1777700763067818,True,False,Лёгкие,2
137,137,14642,18382,0.3997686662792944,False,False,Тяжёлые,3
137,137,15825,18301,0.0,False,False,Тяжёлые,2
138,138,17160,3806,0.3499865098677689,True,False,Средние,0
138,138,7665,7280,0.18183532368133729,False,False,Лёгкие,1
138,138,14292,12198,0.9806035827923456,False,False,Средние,2
139,139,15006,11206,0.4441634130512061,True,False,Лёгкие,1
139,139,14866,16189,0.0,False,False,Тяжёлые,1
139,139,15957,6190,0.0,False,False,Тяжёлые,3
139,139,14383,3440,0.366808512253014,False,False,Средние,2
140,140,9435,19400,1.3050419951362646,True,False,Лёгкие,0
140,140,5460,711,0.7572121409936347,False,True,Средние,2
141,141,7250,6589,0.5054790690602596,False,False,Средние,3
141,141,2236,6337,0.6003136082329273,False,False,Тяжёлые,1
141,141,7304,12371,0.4020776179241443,True,False,Тяжёлые,0
141,141,7654,2003,0.3760569715315686,False,False,Средние,1
142,142,11099,12305,1.3428347836089054,False,False,Лёгкие,2
142,142,1375,3340,1.0891651952294648,True,True,Средние,0
143,143,8255,1439,0.15129031384487654,False,False,Лёгкие,0
143,143,10876,17500,0.0,True,False,Средние,0
143,143,1454,10217,0.6619999532506441,False,False,Лёгкие,2
143,143,16126,8495,0.21725271550348565,False,False,Лёгкие,2
144,144,16408,15097,0.9520271914402462,True,False,Лёгкие,1
144,144,15407,4176,0.4830747651424311,False,False,Тяжёлые,0
145,145,5144,13372,0.3716194896780604,False,False,Лёгкие,2
145,145,6763,12472,0.33340626786921124,False,False,Средние,3
145,145,6286,1947,0.34895231067696125,True,False,Лёгкие,2
146,146,13363,3371,0.4348743223538011,True,False,Средние,3
146,146,5067,1347,0.6767855026586829,False,True,Лёгкие,3
147,147,1917,8087,0.49805251199267,False,True,Лёгкие,2
147,147,5580,730,0.0,True,False,Средние,0
148,148,3766,1446,0.28221553021600754,True,False,Лёгкие,0
148,148,8924,1095,0.3116683627493444,False,False,Лёгкие,3
148,148,14654,1818,0.0,False,False,Лёгкие,3
149,149,17355,457,0.7625024744536406,True,False,Средние,0
149,149,1037,14805,0.0,False,False,Средние,1
150,150,7307,19023,0.8215715957749566,True,False,Лёгкие,2
150,150,15929,4206,0.0,False,True,Лёгкие,1
151,151,16336,16694,0.0,False,False,Тяжёлые,3
151,151,12682,18136,0.5240914399351164,True,True,Лёгкие,3
151,151,9580,7313,0.21079691953607635,False,False,Тяжёлые,3
151,151,17333,16204,0.8325552155825073,False,True,Тяжёлые,0
152,152,8953,17321,0.25735561931424183,True,True,Лёгкие,2
152,152,6535,14301,0.9664009436579892,False,False,Лёгкие,3
152,152,14673,16879,0.22012259281977425,False,False,Лёгкие,3
153,153,16557,18961,0.3146429593389112,True,False,Средние,2
